Time,AngleX,AngleY,AngleZ,ObjectOrientationX,ObjectOrientationY,ObjectOrientationZ
0;0;0;0;270;0;90
0,02;0;0;0;270;0;90
0,3325403;7,2;0;7,2;277,2;7,200001;90
0,3494789;7,2;0;7,2;277,2;7,200001;90
0,3556421;7,2;0;7,2;277,2;7,200001;90
0,360169;7,2;0;7,2;277,2;7,200001;90
0,3633128;7,2;0;7,2;277,2;7,200001;90
0,3659933;7,2;0;7,2;277,2;7,200001;90
0,369528;7,2;0;7,2;277,2;7,200001;90
0,3720046;7,2;0;7,2;277,2;7,200001;90
0,3749312;7,2;0;7,2;277,2;7,200001;90
0,3773384;7,2;0;7,2;277,2;7,200001;90
0,3796891;7,2;0;7,2;277,2;7,200001;90
0,3823347;7,2;0;7,2;277,2;7,200001;90
0,3863476;7,2;0;7,2;277,2;7,200001;90
0,3900439;7,2;0;7,2;277,2;7,200001;90
0,3926697;7,2;0;7,2;277,2;7,200001;90
0,395104;7,2;0;7,2;277,2;7,200001;90
0,3989085;7,2;0;7,2;277,2;7,200001;90
0,401745;7,2;0;7,2;277,2;7,200001;90
0,4054597;7,2;0;7,2;277,2;7,200001;90
0,4084454;7,2;0;7,2;277,2;7,200001;90
0,4117598;7,2;0;7,2;277,2;7,200001;90
0,4168209;7,2;0;7,2;277,2;7,200001;90
0,4194391;7,2;0;7,2;277,2;7,200001;90
0,4214866;7,2;0;7,2;277,2;7,200001;90
0,4246351;7,2;0;7,2;277,2;7,200001;90
0,4279192;7,2;0;7,2;277,2;7,200001;90
0,4305202;7,2;0;7,2;277,2;7,200001;90
0,4332499;7,2;0;7,2;277,2;7,200001;90
0,4358619;7,2;0;7,2;277,2;7,200001;90
0,4389266;7,2;0;7,2;277,2;7,200001;90
0,4415541;7,2;0;7,2;277,2;7,200001;90
0,4440701;7,2;0;7,2;277,2;7,200001;90
0,4491739;7,2;0;7,2;277,2;7,200001;90
0,4529596;7,2;0;7,2;277,2;7,200001;90
0,4551239;7,2;0;7,2;277,2;7,200001;90
0,4588932;7,2;0;7,2;277,2;7,200001;90
0,4629166;7,2;0;7,2;277,2;7,200001;90
0,4659794;7,2;0;7,2;277,2;7,200001;90
0,469148;7,2;0;7,2;277,2;7,200001;90
0,4721883;7,2;0;7,2;277,2;7,200001;90
0,4747353;7,2;0;7,2;277,2;7,200001;90
0,4772762;7,2;0;7,2;277,2;7,200001;90
0,4799667;7,2;0;7,2;277,2;7,200001;90
0,4849121;7,2;0;7,2;277,2;7,200001;90
0,4880289;7,2;0;7,2;277,2;7,200001;90
0,4912315;7,2;0;7,2;277,2;7,200001;90
0,4941605;7,2;0;7,2;277,2;7,200001;90
0,4970189;7,2;0;7,2;277,2;7,200001;90
0,4997062;7,2;0;7,2;277,2;7,200001;90
0,5024551;7,2;0;7,2;277,2;7,200001;90
0,5053049;7,2;0;7,2;277,2;7,200001;90
0,5079885;7,2;0;7,2;277,2;7,200001;90
0,5104821;7,2;0;7,2;277,2;7,200001;90
0,5159504;7,2;0;7,2;277,2;7,200001;90
0,5192272;7,2;0;7,2;277,2;7,200001;90
0,5222208;7,2;0;7,2;277,2;7,200001;90
0,5253962;7,2;0;7,2;277,2;7,200001;90
0,528016;7,2;0;7,2;277,2;7,200001;90
0,5312475;7,2;0;7,2;277,2;7,200001;90
0,5336739;7,2;0;7,2;277,2;7,200001;90
0,5362538;7,2;0;7,2;277,2;7,200001;90
0,5388355;7,2;0;7,2;277,2;7,200001;90
0,542467;7,2;0;7,2;277,2;7,200001;90
0,5456405;7,2;0;7,2;277,2;7,200001;90
0,5483617;7,2;0;7,2;277,2;7,200001;90
0,5524021;7,2;0;7,2;277,2;7,200001;90
0,5553367;7,2;0;7,2;277,2;7,200001;90
0,5580962;7,2;0;7,2;277,2;7,200001;90
0,5603084;7,2;0;7,2;277,2;7,200001;90
0,5635629;7,2;0;7,2;277,2;7,200001;90
0,5670008;7,2;0;7,2;277,2;7,200001;90
0,5699591;7,2;0;7,2;277,2;7,200001;90
0,5726851;7,2;0;7,2;277,2;7,200001;90
0,5752147;7,2;0;7,2;277,2;7,200001;90
0,5778335;7,2;0;7,2;277,2;7,200001;90
0,5807219;7,2;0;7,2;277,2;7,200001;90
0,5852102;7,2;0;7,2;277,2;7,200001;90
0,5883588;7,2;0;7,2;277,2;7,200001;90
0,5911629;7,2;0;7,2;277,2;7,200001;90
0,5943217;7,2;0;7,2;277,2;7,200001;90
0,5973199;7,2;0;7,2;277,2;7,200001;90
0,5997742;7,2;0;7,2;277,2;7,200001;90
0,6022981;7,2;0;7,2;277,2;7,200001;90
0,6057242;7,2;0;7,2;277,2;7,200001;90
0,6088765;7,2;0;7,2;277,2;7,200001;90
0,6116269;7,2;0;7,2;277,2;7,200001;90
0,6144245;7,2;0;7,2;277,2;7,200001;90
0,6170287;7,2;0;7,2;277,2;7,200001;90
0,6209785;7,2;0;7,2;277,2;7,200001;90
0,6254022;7,2;0;7,2;277,2;7,200001;90
0,6290996;7,2;0;7,2;277,2;7,200001;90
0,6327513;7,2;0;7,2;277,2;7,200001;90
0,6357957;7,2;0;7,2;277,2;7,200001;90
0,6387755;7,2;0;7,2;277,2;7,200001;90
0,641324;7,2;-3,6;7,2;276,7346;7,636838;86,39642
0,6436411;7,2;-3,6;7,2;276,7346;7,636838;86,39642
0,6466913;7,2;-3,6;7,2;276,7346;7,636838;86,39642
0,6495401;7,2;-3,6;7,2;276,7346;7,636838;86,39642
0,6516067;7,2;-3,6;7,2;276,7346;7,636838;86,39642
0,6564809;7,2;-3,6;7,2;276,7346;7,636838;86,39642
0,6599508;7,2;-3,6;7,2;276,7346;7,636838;86,39642
0,6630227;7,2;-3,6;7,2;276,7346;7,636838;86,39642
0,6661375;7,2;-3,6;7,2;276,7346;7,636838;86,39642
0,6685951;7,2;-3,6;7,2;276,7346;7,636838;86,39642
0,6728639;7,2;-3,6;7,2;276,7346;7,636838;86,39642
0,6762491;3,6;-3,6;7,2;273,1346;7,636838;86,39642
0,679178;3,6;-3,6;7,2;273,1346;7,636838;86,39642
0,6829278;3,6;-3,6;7,2;273,1346;7,636838;86,39642
0,6887169;3,6;-3,6;7,2;273,1346;7,636838;86,39642
0,6933457;3,6;-3,6;7,2;273,1346;7,636838;86,39642
0,6967537;3,6;-3,6;7,2;273,1346;7,636838;86,39642
0,6990558;3,6;-3,6;7,2;273,1346;7,636838;86,39642
0,7024805;3,6;-3,6;7,2;273,1346;7,636838;86,39642
0,7058768;3,6;-3,6;7,2;273,1346;7,636838;86,39642
0,709098;3,6;-3,6;7,2;273,1346;7,636838;86,39642
0,712058;3,6;0;7,2;273,6098;7,425005;90,02146
0,7145964;3,6;0;7,2;273,6098;7,425005;90,02146
0,7175666;3,6;0;7,2;273,6098;7,425005;90,02146
0,7224048;3,6;0;7,2;273,6098;7,425005;90,02146
0,7253344;3,6;0;7,2;273,6098;7,425005;90,02146
0,7270818;3,6;0;7,2;273,6098;7,425005;90,02146
0,7299621;3,6;0;7,2;273,6098;7,425005;90,02146
0,7344301;3,6;0;7,2;273,6098;7,425005;90,02146
0,7380127;3,6;0;7,2;273,6098;7,425005;90,02146
0,7410811;3,6;0;7,2;273,6098;7,425005;90,02146
0,7436254;3,6;0;7,2;273,6098;7,425005;90,02146
0,7470117;3,6;0;7,2;273,6098;7,425005;90,02146
0,749665;3,6;-3,6;7,2;273,1346;7,63684;86,39642
0,7523626;3,6;-3,6;7,2;273,1346;7,63684;86,39642
0,7546066;3,6;-3,6;7,2;273,1346;7,63684;86,39642
0,7571532;3,6;-3,6;7,2;273,1346;7,63684;86,39642
0,7614706;3,6;-3,6;7,2;273,1346;7,63684;86,39642
0,7643701;3,6;-3,6;7,2;273,1346;7,63684;86,39642
0,7668702;3,6;-3,6;7,2;273,1346;7,63684;86,39642
